id,sentence
1086,"Na, nagsuwara matanug hi Īsa."
1087,Ubus ampa miyugtuꞌ in napas niya.
1088,Pagbugtuꞌ na mayan sin napas niya.
1089,Magtūy nagisiꞌ nagduwa dayn ha taas pa duhul in kurtina marakmul didtu ha lawm Bāy sin Tuhan.
1090,"Na, awn hambuuk kapitan in nagtitindug duun ha alupan sin usuk piyaglansangan kan Īsa."
1091,In nakakitaꞌ sin katān naawn ha pagbugtuꞌ sin napas hi Īsa.
1092,"Laung niya, “Tantu na tuud sin in tau ini amuna in Anak Tuhan!”"
1093,"Na, awn isab manga babai duun nagkikitaꞌ dayn ha kalayuan."
1094,Miyamagad ha manga kababaihan ini hinda Mariyam.
1095,Amu in babai dayn ha dāira Magdala.
1096,Hi Salumi.
1097,Iban hi Mariyam.
1098,Amu in inaꞌ hi Jusis kay Yaꞌkub.
1099,Amu in kabungsuhan.
1100,In manga babai ini miyagad.
1101,Iban nagpalihalaꞌ kan Īsa sin duun pa siya ha Jalil.
1102,Mataud da isab kaibanan babai duun in miyagad kan Īsa mawn pa Awrusalam.
1103,Himapun mayan tuud dimatung na hi Yusup.
1104,Amu in tau dayn ha dāira Arimati.
1105,In siya ini hambuuk kunsiyal sin agama Yahudi piyagꞌaaddatan.
1106,Amu in timatagad da isab sin waktu tumindug in pamarinta sin Tuhan.
1107,Pagga pagkikinsumun na in adlaw Sabtuꞌ.
1108,Amu in adlaw paghali-hali iban pagpudji pa Tuhan.
1109,Hāti niya waktu na sin pagsaddiya.
1110,Timawakkal hi Yusup miyadtu kan Pilatu nangayuꞌ sin bangkay hi Īsa.
1111,"Na, nainu-inu hi Pilatu pagdungug niya sin miyatay na hi Īsa."
1112,Tiyawag niya in hambuuk kapitan ampa niya iyasubu bang malugay na miyatay hi Īsa.
1113,"Na, pagdungug niya dayn ha kapitan sin patay."
1114,Ampa niya siyawatan pagda sin kaw.
1115,Amu in pagsakatu sin panghiman hi Yusup na niya awn bang pagpunta niya ha kay Īsa.
1116,"Na, pagdungug niya sin pagdamay niya sin Pasí."
1117,Nangapay hi Yusup sin kay Īsa.
1118,"Na, mabungaya in panghandum niya."
1119,"Na, pagpiyag sila ha gawas ha dāira Arimati."
1120,Diyā nila na idtu hi Īsa.
1121,Ubus na ayu hi Yusup sin paghulam hi Īsa.
1122,Iyasubu na in bangkay hi Īsa.
1123,Pinungkuran ha kahuy paghulam.
1124,"Na, saŋ sin madtu."
1125,Miyagad pa dinhi hi Yusup.
1126,"Na, napud nainu-inu hi Salumi in nakakitaꞌ."
1127,Nagkasubu sukul sin panahon.
1128,Amu in pangdungug ha katān sin manga tau.
1129,Alamat ini sulat naug dayn kan Lukas mawn kan Tiyupilas.
1130,Kaingatan mu mataud tau in bakas nagsulat sin manga pakaradjaan pasal sin Almasi.
1131,Amun in naawn ha masa natuꞌ.
1132,Siyulat nila in manga pakaradjaan biyaytaꞌ kātuꞌniyu.
1133,Sin manga tau nakakitaꞌ sin manga pakaradjaan ini dayn ha panagnaan.
1134,Amun in manga tau nagpamahalayak sin baytaꞌ dayn ha Tuhan.
1135,Pagga napariksaꞌ ku tuud marayaw in katān pakaradjaan ini dayn ha panagnaan.
1136,Napikil ku marayaw hisulat ku.
1137,Tagidꞌirun kaymu in manga pakaradjaan ini.
1138,Ha supaya mu kaingatan sin tantu tuud in kasabunnalan sin manga katān kiyahinduꞌ kaymu.
1139,Manjari ha waktu hi Hirud in nagsusultan ha hulaꞌ Yahudiya.
1140,Awn hambuuk imam pagngānan Jakariyas.
1141,In siya ini agad ha tumpuk sin manga imam agad kan Imam Abiyas.
1142,In ngān sin asawa niya hi Hashiba.
1143,Hambuuk da isab panubuꞌ hi Imam Harun.
1144,Kiyasulutan tuud in Tuhan ha duwa magtiyaun ini.
1145,Iyaagad nila tuud in katān saraꞌ iban daakan sin Tuhan.
1146,Sagawaꞌ wayruun anak nila.
1147,Sabab in hi Hashiba diꞌ makaanak.
1148,Ampa in siya iban hi Jakariyas maas na tuud.
1149,Sakali hambuuk adlaw duun hi Jakariyas ha Bāy sin Tuhan naghihinang.
1150,Karnaꞌ naabut na in waktu sumubli siya sin hinang duun.
1151,Hi Jakariyas in napīꞌ.
1152,Hangkan siya in simūd pa lawm sin bilik suchi.
1153,"Ha waktu sin pagpaasu kamanyan, in manga tau mataud duun ha guwaꞌ nangangarap pa Tuhan."
1154,Sakali awn hambuuk malāikat naraak sin Tuhan nagpanyataꞌ mawn kan Jakariyas.
1155,Duun timitindug in malāikat ha dapit pa tuu sin pagtutugtugan kamanyan.
1156,Pagkitaꞌ hi Jakariyas ha malāikat kiyublaan iban miyugaꞌ siya.
1157,"Sagawaꞌ laung sin malāikat kaniya, “Ayaw kaw mabugaꞌ, Jakariyas!”"
1158,Karnaꞌ in aku ini miyari mamaytaꞌ kaymu sin hirihil na sin Tuhan kaymu in piyangayuꞌ mu kaniya.
1159,In asawa mu hi Hashiba makaanak na.
1160,Magꞌanak siya usug.
1161,Subay mu ngānan Yahiya in anak mu.
1162,Magkūg-kuyag tuud kamu.
1163,Mataud tau in kumuyag bang siya hipagꞌanak na.
1164,Mahinang siya hambuuk tau dakulaꞌ tuud in kalagguan pa Tuhan.
1165,Subay siya diꞌ minum sin unu-unu na makahilu.
1166,Pagbugsak namān kaniya pa sikān magtūy siya hūpun sin Rū sin Tuhan.
1167,"Mataud tau bangsa Israil in marā niya magpabuntul sin atay nila tudju pa Tuhan, Panghuꞌ nila."
1168,Hiyuhūp siya sin Rū sin Tuhan.
1169,Mabarakat siya biyaꞌ kan Nabi Ilyas.
1170,Muna siya dayn ha Panghuꞌ.
1171,Bat niya mapasakap in manga tau sin pagdatung sin Panghuꞌ.
1172,Papagsulutun niya magbalik in manga magtalianak amun in nagkakaniya-kaniya.
1173,Pabuntulun niya in pikilan sin manga tau.
1174,"Amun in diꞌ magkahagad sin daakan, paagarun ha pikilan sin tau mabuntul."
1175,"Laung hi Jakariyas ha malāikat, “Biyaꞌ diin in kaingat ku bang bunnal in baytaꞌ mu yan?”"
1176,"“In aku ini maas na, iban in asawa ku maas na da isab.”"
1177,"In sambung sin malāikat, “In aku ini hi Jibril.”"
1178,Aku in timitindug ha haddarat sin Tuhan.
1179,Amun in nagdaak kākuꞌ magbichara kaymu.
1180,Iban mamaytaꞌ kaymu sin baytaꞌ marayaw yan.
1181,Sagawaꞌ in ikaw yan walaꞌ nagkahagad sin amānat.
1182,Piyasampay ku kaymu amu in kakitaan mu da in kasabunnalan bang maabut na in waktu kiyagantaꞌ.
1183,Hangkan diꞌ kaw makabichara sampay maabut in waktu magmakbul na in manga kiyabaytaꞌ ku yan kaymu.
1184,Manjari in manga tau nagtatagad duun kan Jakariyas.
1185,Nainu-inu bang maytaꞌ siya liyugayan ha lawm sin Bāy sin Tuhan.
1186,Sakali pagguwaꞌ niya diꞌ na siya makabichara ha manga tau.
1187,Hangkan kiyapasihatan nila na sin awn mahal-mahal kiyakitaan hi Jakariyas ha lawm sin Bāy sin Tuhan.
1188,"Pagga siya diꞌ na makabichara, nagsinyal na sadja siya kanila."
1189,"Pagga naubus na in hinang niya ha Bāy sin Tuhan, minuwiꞌ na hi Jakariyas pa bāy niya."
1190,Bukun malugay in asawa niya hi Hashiba nagburus na.
1191,Ha lawm lima bulan walaꞌ siya nagꞌīg dayn ha lawm bāy.
1192,"Laung niya, “Na tiyabang da tuud isab aku sin Tuhan.”"
1193,Piyapasan niya na in kasipugan ku!
1194,Sakali naabut mayan unum bulan in pagburus hi Hashiba.
1195,Diyaak na isab sin Tuhan in malāikat Jibril madtu pa kawman Nasarit ha hulaꞌ Jalil.
1196,Piyakadtu siya magsampay sin amānat pa hambuuk budjang.
1197,Amun in nagtutunang iban sin hambuuk usug pagngānan hi Yusup.
1198,Hi Yusup ini hambuuk panubuꞌ hi Sultan Daud.
1199,In ngān sin budjang ini hi Mariyam.
1200,"Na, miyawn na in malāikat kaniya ampa namichara, laung niya, “Pagkūg-kuyag kaw, Indaꞌ!”"
1201,“In ikaw yan napīꞌ sin Tuhan iban malagguꞌ tuud in karayawan dīhil niya kaymu!”
1202,"Na, pagdungug hi Mariyam sin lapal-kabtangan sin malāikat, nasusa tuud siya."
1203,Nainu-inu siya bang unu in hāti sin lapal-kabtangan niya.
1204,"Laung sin malāikat kaniya, “Ayaw kaw mabugaꞌ, Mariyam.”"
1205,In Tuhan kiyasulutan kaymu.
1206,In ikaw yan maburus.
1207,Magꞌanak kaw bataꞌ-bataꞌ usug.
1208,Subay mu siya ngānan hi Īsa.
1209,Dakulaꞌ in kalagguan iban kawasa niya.
1210,Siya in gulalun Anak sin Tuhan Mahatinggi.
1211,Dihilan siya sin Tuhan PANGHUꞌ kawasa magbayaꞌ ha manga tau.
1212,Siya in magbayaꞌ kasaumulan ha manga panubuꞌ hi Yaꞌkub.
1213,Wayruun kahinapusan sin kawasa niya.
1214,"Simambung hi Mariyam ha malāikat, laung niya, “Biyaꞌ diin in kaburus kākuꞌ sin masi pa aku budjang?”"
1215,"In sambung sin malāikat, “Hūpun kaw sin Rū sin Tuhan.”"
1216,Tulunan kaw sin kudarat sin Tuhan Mahatinggi.
1217,Hangkan dayn ha sabab ini in bataꞌ hipagꞌanak mu mahasuchi.
1218,Siya in gulalun Anak sin Tuhan.
1219,In kampung mu hi Hashiba burus na unum bulan bihaun.
1220,Minsan siya maas na.
1221,Karnaꞌ wayruun mahunit ha Tuhan.
1222,"Laung hi Mariyam, “In aku ini īpun sin Tuhan.”"
1223,Taymaun ku in unu-unu kiyahandak kākuꞌ sin Tuhan.
1224,Bang mayan isab maagad in kiyabaytaꞌ mu kākuꞌ.”
1225,"Na, pagꞌubus minīg na in malāikat."
1226,manjari ha masa yadtu hi agustus
1227,amu in sultan sin hulaꞌ rūm
1228,naglꞌudin sin subay in tau katān ha kahulaꞌ-hulaan
1229,amu in ha babaan sin pamarinta sin hulaꞌ rūm
1230,magpalista sin ngān nila
1231,na amu ini in tagnaan sin pagpalista sin manga ngān ha waktu hi kirini in gubnul ha hulaꞌ siriya
1232,na in tau katān pakaniya-pakaniya miyadtu na pa hulaꞌ amu in luggiyaꞌ hulaan sin tau nanubuꞌ kanila
1233,nagpasulat sin ngān nila
1234,na in hi yusup timukad dayn ha kawman nasarit
1235,ha hulaꞌ jalil
1236,miyadtu siya pa kawman baytlaham
1237,ha yahudiya
1238,amu in hulaꞌ kiyapagꞌanakan kan sultan daud
1239,miyadtu hi yusup sabab in siya hambuuk panubuꞌ hi daud
1240,miyadtu siya nagꞌagad iban sin tunang niya hi mariyam nagpasulat sin ngān nila
1241,na in hi mariyam burus na
1242,iban ha saꞌbu nila duun ha baytlaham miyabut na in waktu sin pagꞌanak niya
1243,nagꞌanak siya hambuuk bataꞌ-bataꞌ usug
1244,amu in panganay niya
1245,sīuban niya in bataꞌ-bataꞌ ampa niya piyakulang ha lawm tuung pagbubutangan kakaun sin manga hayup
1246,sabab wayruun na lugal kabutangan nila ha manga bāy paghahantian didtu
1247,in manga magꞌiipat bili-bili iban sin manga malāikat
1248,na sin dūm yadtu awn manga magꞌiipat bili-bili duun ha lugal pagꞌiipatan hayup sin baytlaham
1249,in nagjajaga sin buyanan bili-bili nila
1250,sakali awn hambuuk malāikat diyaak sin tuhan nagpanyataꞌ mawn kanila
1251,kiyasawahan sila sin sahaya sin tuhan
1252,landuꞌ tuud sila miyugaꞌ
1253,sagawaꞌ laung sin malāikat kanila ayaw kamu mabugaꞌ miyari aku nagdā sin baytaꞌ marayaw kaniyu
1254,amu in makarihil kakuyagan dakulaꞌ ha tau katān
1255,ha adlaw ini duun ha luggiyaꞌ kawman hi daud
1256,piyagꞌanak in manglalappas kaniyu
1257,siya in almasi amu in panghuꞌ
1258,na ini in tandaꞌ sin kasabunnalan sin baytaꞌ yan kabaakan niyu in bataꞌ-bataꞌ piyuputus sin lampin duun nagkukulang ha lawm tuung pagkakaunan sin manga hayup
1259,sakali nagtaghaꞌ awn salaksaꞌ malāikat dayn ha surgaꞌ
1260,in nagpanyataꞌ mawn kanila
1261,kiyasawahan sila sin sahaya sin tuhan
1262,landuꞌ tuud sila miyugaꞌ
1263,sagawꞌ laung sin malāikat kanila ayaw kamu mabugaꞌ miyari aku nagdā sin baytaꞌ marayaw kaniyu
1264,amu in makarihil kakuyagan dakulaꞌ ha tau katān
1265,ha adlaw ini duun ha luggiyaꞌ kawman hi daud
1266,piyagꞌanak in manglalappas kaniyu
1267,Manjari aya ha Hi īsa Hiyūp.
1268,Ha iya sin rū sin tuhan.
1269,Ha iya mibalik ha sungai Jurdan.
1270,Ha iya minalak ha sungai para sin rū sin tuhan.
1271,Ha iya magpabilin hangang ha paglobo han sungai.
1272,Ha iya naghulat tubtob maglabu an sungai.
1273,Ha iya nangita han yawa.
1274,Ha iya nahamtang ha kabukiran.
1275,Ha iya nagliwatliwat ha palibot.
1276,Waray tawo ha iya kilid.
1277,Ha iya naghulat ngatanan adlaw para maglobo an sungai.
1278,Ha iya mag-usa ha kabukiran.
1279,Waray yawa ha iya upod.
1280,Ha yawa waray ha iya upod.
1281,"Ha yawa nagsiring, ""Ikaw an anak han Diyos."""
1282,"Ha iya nagsiring, ""Ini bato."
1283,"Kaonon mo."""
1284,Manjari nakatun-an ha iya.
1285,"Ha iya nagsiring, ""An libro han Ginoo nagsiring,"
1286,"'Manusya di mabuhi sin sadja nga kakain.'"""
1287,"""Oo, nagsiring,"" ha iya hi īsa."
1288,Dayon an yawa nagtultul ha iya.
1289,Ha iya nahamtang ha hilabihan nga dapit.
1290,Ha iya nagtutok ha iya.
1291,An yawa nagkikita ha iya ha mayda pagdududa.
1292,Ha iya nahamtang ha kalibutan.
1293,An yawa nagtutok ha hi īsa.
1294,"Ha iya nagsiring, ""Hihimo ko ikaw nga harì."
1295,Hatagan ko ikaw han gahum.
1296,Pinaagi han pagduhaduha ngan pagdududa.
1297,Kay an yawa mayda pa gihapon gahum ha kalibutan.
1298,Mayda siya lima ngan Hikari an adlaw.
1299,"Mayda siya an kagul-anan han gab-i."""
1300,An mga pulong han yawa nakalilipay ha hi īsa.
1301,"Ha iya nagsiring, ""Hali na."
1302,"Gusto ko makig-istorya ha imo."""
1303,Ha iya nakatun-an ha iya.
1304,"Ha iya nagsiring, ""An libro han Ginoo nagsiring,"
1305,'Sundan an tingog han Diyos.
1306,Himoa an iya sugo.
1307,"Ngani magigin ligtas ka.'"""
1308,Dayon an yawa nagtaliwan ha iya.
1309,Ha iya nagkadto ha templo (Baytal Makdis).
1310,Ha iya nagpalapit ha altar.
1311,"An yawa nagsiring, ""Ikaw an anak han Diyos."
1312,Lukso tikang hini nga kataas.
1313,"Ngani pumakadto ha ubos."""
1314,Ha iya binasa an Libro han Ginoo.
1315,"""Ha Diyos,"
1316,An mga anghel nagkakadto ha ibaba.
1317,Para mag-alagad ha imo.
1318,"Ngani magbabantay ha imo."""
1319,Dayon an yawa nagbalik ha iya.
1320,Ha iya nagbalik ha Jalil.
1321,Ha iya nahamtang ha hi īsa sin rū sin tuhan liwat.
1322,Ini an iya unang kadaugan.
1323,Ha iya kusog ngan kumpiyansa.
1324,Ha iya nagpasalamat ha iya kalugaringon.
1325,Ha iya nagpakaylap han iya mga tudling ha mga tawo.
1326,Ha iya nagtipon-tipon.
1327,Ha iya nahimo nga sikat ha mga tribu.
1328,Ha iya nahimo nga respetado.
1329,Ha iya nagtipon han iya mga sumusunod.
1330,Gusto niya nga mabatian han ngatanan an pulong han Diyos.
1331,"Ha iya nagtutdo hira, ""Sundan an tingog han Ginoo."
1332,Sundon an iya sugo.
1333,"Ngani magigin ligtas kamo."""
1334,Dayon an yawa nagbalik ha iya.
1335,Ha iya nagadto ha kabukiran (Baytal Makdis).
1336,Ha iya nagkadto ha bukid para mag-ampo.
1337,An yawa nagkaduol ha iya.
1338,"Ha iya nagsiring, ""Ikaw an anak han Diyos."
1339,Lukso tikang hini nga kataas.
1340,"Ngani pumakadto ha ubos."""
1341,Ha iya binasa an Libro han Ginoo.
1342,"""Ha Diyos,"
1343,An mga anghel nagkakadto ha ibaba.
1344,"Para mag-alagad ngan magbabantay ha imo."""
1345,Dayon an yawa nagtaliwan ha iya.
1346,Ha iya nagtuloy ha kabukiran.
1347,Ha iya nakig-away ha daghang kalisdanan.
1348,Hunung ha gutom ngan kakapoy.
1349,Ha iya nag-ampo ha Ginoo.
1350,Ha iya nangaro hin kusog.
1351,Ha iya nauukoy nga kusog.
1352,Ha iya nagtutok ha langit.
1353,Ha iya nakahinunumdom han mga pulong han Ginoo.
1354,Ha iya nakabatyag hin kahupayan.
1355,Ha iya nagtuloy han iya panaw.
1356,Ha iya nangaral ha mga tawo.
1357,Ha iya naghimo hin milagro.
1358,Ha iya nag-ayo han mga masakit.
1359,Ha iya maupay ngan mahinay.
1360,Ha iya nagtutdo ha tagsa nga paghigugma han Ginoo.
1361,"Ha iya nagsiring, ""Higugmaa an imo kasilingan."
1362,"Buligi an kabus."""
1363,Damo an naniniwala ha iya.
1364,Ha iya nagsunod ha iya ha ngatanan nga lugar.
1365,Ha iya nahimo nga dako nga magtutdo.
1366,Ha iya nagtutdo ha ngatanan nga dapit.
1367,Ha iya nagtutdo han pulong han Diyos.
1368,Ha iya padayon nga nagtutdo ngan nagpapadayon.
1369,Ha iya ginpapas-an han iya kabaskog ngan kaisog.
1370,Ginduso niya an iya panaw ha pag-alagad han Ginoo.
1371,"Manjari, hambuuk adlaw, adlaw Sabtuꞌ amu in adlaw paghali-hali iban pagpudji pa Tuhan sin manga Yahudi."
1372,Limabay hi Īsa iban sin manga mulid niya dayn ha lawm uma.
1373,Kiyutul sin manga mulid niya in bunga sin tiyanum.
1374,Ampa nila pīlu ha lima nila.
1375,Pagꞌubus ampa nila kiyaun.
1376,"Laung sin kaibanan Parisi, “Maytaꞌ kamu maghinang sin tiyaꞌgahan sin saraꞌ agama ha adlaw paghali-hali?”"
1377,"In sambung hi Īsa kanila, “Maytaꞌ, walaꞌ niyu nabacha ha lawm Kitab in hīnang hi Daud ha waktu hiyapdiꞌ siya?”"
1378,Simūd siya pa lawm Bāy sin Tuhan.
1379,Ampa niya kiyawaꞌ in tinapay suchi.
1380,Kiyaun niya iban dīhilan niya da isab in manga tindug niya.
1381,In hinang nila langgal saraꞌ sin agama natuꞌ.
1382,Sebab amura manga imam in makajari kumaun sin kakaun.
1383,"Laung hi Īsa, “In aku, amu in Anak Mānusiyaꞌ, amu in makapagbayaꞌ umiyan bang unu in mapatut hinangun ha adlaw paghali-hali.”"
1384,Miyadtu hi Īsa nagnasīhat pa langgal.
1385,Awn duun hambuuk tau nakukumay in lima.
1386,"Na, in manga kaibanan guru sin saraꞌ agama mabayaꞌ nila lawagan dusa hi Īsa."
1387,Hangkan jiyagahan nila tuud hi Īsa bat nila kakitaan bang awn pauliun niya tau ha adlaw paghali-hali.
1388,Sagawaꞌ asal kiyaingatan hi Īsa in lawm pikilan nila.
1389,"Laung niya ha tau nakukumay in lima, “Tindug kaw.”"
1390,“Kaw kari pa unahan.”
1391,Timindug in tau.
1392,Miyadtu timindug pa unahan.
1393,"Laung hi Īsa kanila, “Awn hiasubu ku kaniyu.”"
1394,"“Bang ha aturan sin saraꞌ agama, unu in mapatut hinangun ha adlaw paghali-hali?”"
1395,“Huminang sin marayaw atawa sin makamula?”
1396,“Tumabang sin kabuhiꞌ sin tau atawa mamatay?”
1397,Iyatud sila katān hi Īsa.
1398,"Laung niya ha tau nakukumay in lima, “Hunata in lima mu.”"
1399,Hiyunat na sin tau in lima niya.
1400,Dimayaw nagbalik in lima niya.
1401,Diyugalan tuud sila kan Īsa.
1402,Magtūy sila nagꞌisun bang unu in hinangun nila kan Īsa.
1403,Timukad hi Īsa pa taas būd-būd mangarap pa Tuhan.
1404,Duun siya tingpus hangka-dūm nangayuꞌ duwaa pa Tuhan.
1405,"Naadlaw mayan, tiyawag hi Īsa mawn kaniya in manga mulid niya."
1406,Pinīꞌ in hangpuꞌ tagduwa hīnang manga wakil niya.
1407,"Simun (ngiyānan siya hi Īsa, Pitrus) iban sin taymanghud niya hi Andariyas."
1408,Hi Yaꞌkub kay Yahiya.
1409,Hi Pilip iban hi Bartulumi.
1410,Hi Matiyu iban hi Tumas.
1411,Hi Yaꞌkub amu in anak hi Alpa.
1412,Hi Simun (amu in bantug simulang ha pamarinta sin hulaꞌ Rūm).
1413,Hi Judas amu in anak hi Yaꞌkub.
1414,Hi Judas tau dayn ha Kiriyud amu in manipu kan Īsa.
1415,Paglūd hi Īsa iban sin manga wakil niya dayn ha taas būd-būd.
1416,Timindug siya duun ha lugal mapatag.
1417,Sin manga mulid niya mataud.
1418,Mataud tuud tau in nagtipun mawn dayn ha katilibut sin hulaꞌ Yahudiya.
1419,Dayn ha dāira Awrusalam iban dayn ha susulan sin dāira Tirus iban Sidun.
1420,Miyawn sila dumungug sin nasīhat hi Īsa.
1421,Magpauliꞌ sin manga sakit nila.
1422,In manga tau siyusūd sin saytan miyawn da isab.
1423,Kiyaulian sila.
1424,In tau katān mabayaꞌ tuud kumaput kaniya.
1425,Sebab sin barakat niya magpauliꞌ ha manga nasasakit.
1426,Kiyaulian niya sila katān.
1427,Iyatud hi Īsa in manga mulid niya.
1428,Namichara siya.
1429,"Laung niya, “Hisiyu-siyu kamu in magkahagad sin kagunahan.”"
1430,Tuud in tabang sin Tuhan.
1431,Dakulaꞌ in karayawan niyu.
1432,Sebab ha lawm kamu sin pamarintahan sin Tuhan.
1433,Hisiyu-siyu kamu ha bihaun in matuyuꞌ.
1434,Huminang sin kabayaan sin Tuhan.
1435,Hisiyu-siyu kamu in magsusa ha bihaun.
1436,Dakulaꞌ in karayawan niyu.
1437,Sebab awn da kakuyagan niyu ha susūngun.
1438,Hisiyu-siyu kamu in karugalan sin manga tau.
1439,Diꞌ taymaun iban guraꞌ-guraun.
1440,Sebab-karnaꞌ agad kamu ha amu in Anak Mānusiyaꞌ.
1441,Dakulaꞌ in karayawan niyu.
1442,Bang yan kumugdan na kaniyu pagkūg-kuyag kamu.
1443,Paglami-lami kamu.
1444,Sebab awn tungbas dakulaꞌ tiyatagama kaniyu didtu ha surgaꞌ.
1445,Sagawaꞌ hisiyu-siyu kamu marayaw in parasahan ha bihaun.
1446,Dakulaꞌ in kasusahan niyu ha susūngun.
1447,Hisiyu-siyu kamu magdūl sadja sin kabayaan niyu bihaun.
1448,Hisiyu-siyu kamu naglalami-lami ha bihaun.
1449,Dakulaꞌ in kasusahan niyu ha susūngun.
1450,Hisiyu-siyu kamu biyabantug sin tau katān.
1451,"Sagawaꞌ in manga nabi bukun bunnal, biyaꞌ da isab kaniyu biyantug sin manga kaapuꞌ-apuan nila."
1452,Kalasahi niyu in banta niyu.
1453,Tabanga niyu in manga tau marugal kaniyu.
1454,Pangayui niyu duwaa pa marayaw in manga tau manuknaꞌ kaniyu.
1455,Pangayui niyu duwaa pa marayaw in manga tau namiminsanaꞌ kaniyu.
1456,"Bang awn sumampak sin hansipak bayhuꞌ niyu, pasampakan niyu pa isab."
1457,"Bang awn tau kumawaꞌ sin badjuꞌ niyu, pakawaan niyu isab in gamis niyu."
1458,Dihili niyu in hisiyu-siyu mangayuꞌ kaniyu.
1459,"Bang awn kumawaꞌ sin unu-unu niyu, ayaw niyu na sukata magbalik."
1460,"Unu-unu in kabayaan niyu hinangun sin pagkahi niyu kaniyu, amuna in subay niyu hinangun kanila."
1461,"Bang in kalasahan niyu amu sadja isab in manga tau malasa kaniyu, na unu in karayawan makawaꞌ niyu?"
1462,Minsan in manga tau mangīꞌ maingat da malasa ha manga tau malasa kanila.
1463,"Sagawaꞌ in manga kamu, subay kamu malasa ha manga banta niyu."
1464,Tabanga niyu sila.
1465,Pabūsi niyu sila sin kagunahan nila.
1466,Ayaw kamu maghulat-hulat sin tungbasan nila kamu.
1467,"Bang niyu yan hinangun, na, makabāk kamu karayawan dakulaꞌ."
1468,Mahinang kamu anak sin Tuhan Mahatinggi.
1469,Sebab in Tuhan marayaw minsan ha manga tau mangīꞌ.
1470,"Kaulungi niyu in pagkahi niyu biyaꞌ sin ulung sin Tuhan, Amaꞌ niyu."
1471,"Pagdatung ku mari, walaꞌ mu aku dīhilan tubig hipanghugas sin siki ku."
1472,"In babai ini, nabasaꞌ niya in siki ku sin luhaꞌ niya."
1473,Piyahiran niya sin buhuk niya.
1474,Biyutangan niya in siki ku sin lana mahamut.
1475,"Pagdatung ku mari, walaꞌ mu aku siyuman."
1476,Siyuman niya in siki ku dayn sin magtatangis siya.
1477,Walaꞌ mu aku biyutangan lana ha uluh ku.
1478,Biyutangan niya in siki ku sin lana mahamut.
1479,"Sabab sini, baytaan ku kaymu."
1480,"Hisiyu in magtangis sin dakulaꞌ, sabab dakulaꞌ in sala niya piyapatawad."
1481,"In tau magtangis sin gutiꞌ, gutiꞌ da isab in lasa niya."
1482,"Laung hi Īsa ha babai, “Piyapatawad na in manga sala mu.”"
1483,"In manga tau nagkakaun isab, nangatayan sila."
1484,"Laung nila, “Hinū in tau ini magpatawad sin sala?”"
1485,"Laung hi Īsa ha babai, “In parachaya mu amu in magpabuhiꞌ kaymu.”"
1486,“Umuuli kaw sin kahidaan.”
1487,"Manjari, pagꞌubus yadtu, miyanaw hi Īsa himapit pa manga kadāirahan."
1488,Iban manga kakawman nagnasīhat sin Baytaꞌ Marayaw pasal sin pamarinta sin Tuhan.
1489,Miyamagad kaniya in hangpuꞌ tagduwa mulid niya.
1490,In kaibanan manga babai isab amu in kiyaulian niya dayn ha manga sakit nila.
1491,Napaguwaꞌ niya in manga saytan dayn ha lawm baran nila.
1492,In manga babai ini amuna hinda Mariyam.
1493,Siya ini in bakas kiyapaguwaan hi Īsa pitu saytan dayn ha baran niya.
1494,"In hambuuk isab hi Juwanna, asawa hi Kusi."
1495,Amun in tau piyangandulan hi Hirud magmandul sin manga hinang ha bāy niya.
1496,In hambuuk isab hi Susana.
1497,Mataud pa isab dugaing babai in miyagad.
1498,Amu in nangatas sin kaibanan balanjaꞌ hi Īsa.
1499,Iban sin manga mulid niya.
1500,In manga tau dayn ha manga kadāirahan miyawn nagtipun mawn kan Īsa.
1501,Natipun mayan in manga tau diꞌ maambat.
1502,Nagnasīhat na hi Īsa.
1503,Diyalil niya kaagi in pagnasīhat niya.
1504,"Laung niya, “Awn yaun hambuuk tau miyadtu nagtanum binhiꞌ pa uma niya.”"
1505,Siyabud niya in manga binhiꞌ.
1506,In kaibanan binhiꞌ nahulug pa labayan.
1507,Kiyagiikan sin manga tau.
1508,Pagkawn sin manga manuk-manuk nakaun in manga binhiꞌ.
1509,In kaibanan binhiꞌ nahulug pa lupaꞌ mabatu.
1510,Sakali pagtubuꞌ sin manga binhiꞌ walaꞌ limugay nangluyluy in tiyanum.
1511,Matahay tuud in lupaꞌ niya.
1512,Way tubig niya.
1513,In kaibanan isab manga binhiꞌ nahulug pa lupaꞌ tiyutubuan sin manga kasagbutan matunuk.
1514,Pagtubuꞌ sin manga binhiꞌ tiyaꞌlung sin manga sagbut matunuk.
1515,In kaibanan binhiꞌ nahulug pa lupaꞌ marayaw.
1516,Nagtubuꞌ marayaw iban nagbunga.
1517,Lāgiꞌ namunga landuꞌ tuud mataud.
1518,"Laung hi Īsa, “Sasukuꞌ sin kamu nakarungug, dunguga niyu tuud in biyaytaꞌ ku yan kaniyu!”"
1519,Nangasubu in manga mulid hi Īsa kaniya bang unu in hāti sin isturi.
1520,"Laung hi Īsa kanila, “In kamu yan kiyarihilan na ingat panghāti sin kahālan sin pamarinta sin Tuhan.”"
1521,Amu in bakas līlibun dayn ha pikilan sin manga mānusiyaꞌ.
1522,Sagawaꞌ pa manga kaibanan tau amu in way bayaꞌ magad sin hinduꞌ ku.
